gene,pvals
PTMA,0.34921138
COPS9,0.34921138
CCNL1,0.34921138
ALG3,0.34921138
TMEM44-AS1,0.34921138
SNX18,0.34921138
EPB41L4A-AS1,0.34921138
DMXL1,0.34921138
UBE2D2,0.34921138
PFDN1,0.34921138
UBLCP1,0.34921138
CNPY3,0.34921138
PHIP,0.34921138
GIMAP7,0.34921138
ADAM9,0.34921138
UBR5,0.34921138
DGAT1,0.34921138
MXI1,0.34921138
STK32C,0.34921138
NDUFS3,0.34921138
YIF1A,0.34921138
MED17,0.34921138
LTBR,0.34921138
SLC11A2,0.34921138
MFSD5,0.34921138
PTGES3,0.34921138
EPSTI1,0.34921138
EBPL,0.34921138
TMCO3,0.34921138
CHMP4A,0.34921138
HEATR5A,0.34921138
PYGL,0.34921138
RTRAF,0.34921138
MEFV,0.34921138
LYRM1,0.34921138
ZFHX3,0.34921138
PLSCR3,0.34921138
RPL26,0.34921138
UTP6,0.34921138
USP32,0.34921138
DUS1L,0.34921138
CHMP1B,0.34921138
SERPINB8,0.34921138
ADGRE1,0.34921138
ARHGEF18,0.34921138
SPINT2,0.34921138
BLVRB,0.34921138
DBNDD2,0.34921138
DGCR6L,0.34921138
THOC5,0.34921138
TLR8,0.34921138
PBDC1,0.34921138
RPL36A,0.34921138
PITHD1,0.359877927
YARS,0.359877927
PTCH2,0.359877927
ARHGEF11,0.359877927
LGALS8,0.359877927
NLRC4,0.359877927
GMCL1,0.359877927
RPIA,0.359877927
TUSC2,0.359877927
SLC49A4,0.359877927
ATP2C1,0.359877927
EIF2A,0.359877927
RSRC1,0.359877927
RPL35A,0.359877927
BLOC1S4,0.359877927
MANBA,0.359877927
SUB1,0.359877927
GNPDA1,0.359877927
DTNBP1,0.359877927
RNF5,0.359877927
TFEB,0.359877927
EIF2AK1,0.359877927
ARL4A,0.359877927
AHR,0.359877927
SNX13,0.359877927
POP7,0.359877927
ZDHHC2,0.359877927
PDP1,0.359877927
C8orf76,0.359877927
PCSK5,0.359877927
BICD2,0.359877927
AL499604.1,0.359877927
NELFB,0.359877927
ZNF33A,0.359877927
VTI1A,0.359877927
PHRF1,0.359877927
ARL14EP,0.359877927
TKFC,0.359877927
STX5,0.359877927
BAD,0.359877927
AIP,0.359877927
MRPL21,0.359877927
RELT,0.359877927
MAML2,0.359877927
PUS7L,0.359877927
PLBD2,0.359877927
DYNLL1,0.359877927
ALOX5AP,0.359877927
PROSER1,0.359877927
HAUS4,0.359877927
PELI2,0.359877927
ATP6V1D,0.359877927
SIPA1L1,0.359877927
ZC3H14,0.359877927
CCDC88C,0.359877927
GLRX5,0.359877927
KLF13,0.359877927
MRPS11,0.359877927
NUBP2,0.359877927
ROGDI,0.359877927
NDUFAB1,0.359877927
SNX20,0.359877927
NOD2,0.359877927
CYBA,0.359877927
ATP2A3,0.359877927
LRRC75A,0.359877927
SECTM1,0.359877927
RASAL3,0.359877927
PRKD2,0.359877927
ZC3H4,0.359877927
CABIN1,0.359877927
OTUD5,0.359877927
CMC4,0.359877927
PSMB4,0.370740607
ITSN2,0.370740607
MTIF2,0.370740607
UGGT1,0.370740607
KLF7,0.370740607
COPS8,0.370740607
VIPR1,0.370740607
SCAP,0.370740607
TEX264,0.370740607
COPB2,0.370740607
ATP11B,0.370740607
IRF2,0.370740607
HEXB,0.370740607
ARSB,0.370740607
DCP2,0.370740607
SHROOM1,0.370740607
CTNNA1,0.370740607
KCNMB1,0.370740607
ATXN1,0.370740607
UBR2,0.370740607
UPP1,0.370740607
TRIM56,0.370740607
RPL30,0.370740607
NFIL3,0.370740607
PHF2,0.370740607
AKNA,0.370740607
RBM18,0.370740607
MCMBP,0.370740607
RHOG,0.370740607
SLC3A2,0.370740607
PLAAT4,0.370740607
OTUB1,0.370740607
CCDC91,0.370740607
SINHCAF,0.370740607
ZDHHC20,0.370740607
MIA2,0.370740607
GMFB,0.370740607
PSMA3-AS1,0.370740607
DLST,0.370740607
ATXN3,0.370740607
NOP10,0.370740607
MAPK6,0.370740607
LUC7L,0.370740607
METTL22,0.370740607
DUS2,0.370740607
NFAT5,0.370740607
ATMIN,0.370740607
KLHL36,0.370740607
ABR,0.370740607
SNHG29,0.370740607
PIGS,0.370740607
EFTUD2,0.370740607
UNC13D,0.370740607
GALNT1,0.370740607
MKNK2,0.370740607
SGTA,0.370740607
DNASE2,0.370740607
ZNF585A,0.370740607
BCL3,0.370740607
NRIP1,0.370740607
TST,0.370740607
MRTFA,0.370740607
MT-CYB,0.370740607
ZBTB48,0.381798435
PARK7,0.381798435
FCGR1A,0.381798435
UBE2Q1,0.381798435
COPA,0.381798435
MIR29B2CHG,0.381798435
ANAPC1,0.381798435
MAP3K2,0.381798435
TANK,0.381798435
ATG9A,0.381798435
PSMD1,0.381798435
PXK,0.381798435
DIPK2A,0.381798435
VPS8,0.381798435
POLR2B,0.381798435
CXCL3,0.381798435
CCNI,0.381798435
CISD2,0.381798435
6-Mar,0.381798435
AP3B1,0.381798435
TMED7,0.381798435
YIPF5,0.381798435
CPEB4,0.381798435
PPP1R18,0.381798435
PREP,0.381798435
LTV1,0.381798435
MRPL18,0.381798435
IGF2R,0.381798435
IKZF1,0.381798435
RABGEF1,0.381798435
SAP25,0.381798435
MOSPD3,0.381798435
LINC-PINT,0.381798435
ELOC,0.381798435
MROH1,0.381798435
SURF1,0.381798435
P4HA1,0.381798435
ZMIZ1,0.381798435
DEAF1,0.381798435
CPSF7,0.381798435
GPR137,0.381798435
RNASEH2C,0.381798435
KDM2A,0.381798435
SIK3,0.381798435
M6PR,0.381798435
SAMD4A,0.381798435
VTI1B,0.381798435
TMED8,0.381798435
IFI27L2,0.381798435
RNF111,0.381798435
LACTB,0.381798435
ABHD2,0.381798435
ARL2BP,0.381798435
MED1,0.381798435
TOB1,0.381798435
PECAM1,0.381798435
DDX5,0.381798435
BPTF,0.381798435
HAUS1,0.381798435
SMAD4,0.381798435
FBXL12,0.381798435
RRAS,0.381798435
U2AF2,0.381798435
ZGPAT,0.381798435
TPST2,0.381798435
TXN2,0.381798435
KLHL15,0.381798435
UBQLN2,0.381798435
SSU72,0.393050181
TPRG1L,0.393050181
AC245297.3,0.393050181
DHX9,0.393050181
CD55,0.393050181
PSME4,0.393050181
GPD2,0.393050181
SETD5,0.393050181
TOP2B,0.393050181
NGLY1,0.393050181
CTDSPL,0.393050181
MAP4,0.393050181
ISY1,0.393050181
AP2M1,0.393050181
RAPGEF2,0.393050181
BRD9,0.393050181
UBE2B,0.393050181
HMGN3,0.393050181
SNX14,0.393050181
SNHG5,0.393050181
TCP1,0.393050181
AOAH,0.393050181
TMEM243,0.393050181
SAMD9,0.393050181
CPSF1,0.393050181
COMMD5,0.393050181
RNF20,0.393050181
RAD23B,0.393050181
UBAC1,0.393050181
MAN1B1,0.393050181
TASOR2,0.393050181
ARHGAP21,0.393050181
ZNF22,0.393050181
FRAT2,0.393050181
WBP1L,0.393050181
CTBP2,0.393050181
FUOM,0.393050181
MS4A7,0.393050181
UBXN1,0.393050181
TMEM126B,0.393050181
MRPL51,0.393050181
SMARCC2,0.393050181
SCYL2,0.393050181
ZCCHC8,0.393050181
MICU2,0.393050181
UFM1,0.393050181
SCFD1,0.393050181
HIF1A,0.393050181
ISCA2,0.393050181
RPS6KA5,0.393050181
EMC7,0.393050181
EHD4,0.393050181
ZNF710,0.393050181
LITAF,0.393050181
CORO1A,0.393050181
CTCF,0.393050181
CRK,0.393050181
MINK1,0.393050181
TTC19,0.393050181
UQCR11,0.393050181
ZNF317,0.393050181
TMED1,0.393050181
HSH2D,0.393050181
SAE1,0.393050181
AC005261.1,0.393050181
DDRGK1,0.393050181
RGS19,0.393050181
PDXK,0.393050181
CSF2RB,0.393050181
TRIOBP,0.393050181
EIF2S3,0.393050181
ABCD1,0.393050181
SIGLEC14,0.393144675
AGO3,0.404494504
GNL2,0.404494504
MYCL,0.404494504
PRPF38B,0.404494504
LIX1L,0.404494504
SLC27A3,0.404494504
TPM3,0.404494504
KRTCAP2,0.404494504
SEMA4A,0.404494504
IFI16,0.404494504
TOR1AIP2,0.404494504
RGS18,0.404494504
CLIP4,0.404494504
ERLEC1,0.404494504
MDH1,0.404494504
VAMP5,0.404494504
ARPC2,0.404494504
MRPS25,0.404494504
NR1D2,0.404494504
RASSF1,0.404494504
PARP9,0.404494504
MAN2B2,0.404494504
ENOPH1,0.404494504
MRPS18C,0.404494504
HERC5,0.404494504
CTSO,0.404494504
GLRX,0.404494504
PRELID1,0.404494504
RREB1,0.404494504
FAM8A1,0.404494504
MEA1,0.404494504
GATAD1,0.404494504
CHMP7,0.404494504
BAG1,0.404494504
CDC26,0.404494504
RABGAP1,0.404494504
GPR107,0.404494504
TSC1,0.404494504
GBGT1,0.404494504
HIF1AN,0.404494504
BANF1,0.404494504
DCTN2,0.404494504
SNRPF,0.404494504
ELK3,0.404494504
PTPN11,0.404494504
AC130895.1,0.404494504
NEK9,0.404494504
LINC01220,0.404494504
CPSF2,0.404494504
DIS3L,0.404494504
SNAPC5,0.404494504
SPSB3,0.404494504
FLYWCH2,0.404494504
ITGAL,0.404494504
FAM104A,0.404494504
MYDGF,0.404494504
DNM2,0.404494504
NFKBID,0.404494504
CEBPB,0.404494504
SCAF4,0.404494504
TRAPPC10,0.404494504
TXNRD2,0.404494504
HSCB,0.404494504
MYH9,0.404494504
TOMM22,0.404494504
RP2,0.404494504
TCEAL8,0.404494504
PGRMC1,0.404494504
HCFC1,0.404494504
RPL22,0.416129898
IFFO2,0.416129898
IFI6,0.416129898
THRAP3,0.416129898
GPBP1L1,0.416129898
RPF1,0.416129898
PTPN22,0.416129898
DAP3,0.416129898
RCSD1,0.416129898
IVNS1ABP,0.416129898
ATP2B4,0.416129898
NUAK2,0.416129898
RAB29,0.416129898
ZFP36L2,0.416129898
C2orf68,0.416129898
TMEM131,0.416129898
PPIL3,0.416129898
CYP27A1,0.416129898
CNPPD1,0.416129898
GLT8D1,0.416129898
GMPS,0.416129898
STX18,0.416129898
MED28,0.416129898
SLC30A9,0.416129898
CNOT6L,0.416129898
COPS4,0.416129898
DNAJB14,0.416129898
C5orf15,0.416129898
ECI2,0.416129898
MCUR1,0.416129898
HLA-C,0.416129898
CPVL,0.416129898
H2AFV,0.416129898
TNS3,0.416129898
DOCK5,0.416129898
GTF2E2,0.416129898
TGFBR1,0.416129898
MEGF9,0.416129898
CDC123,0.416129898
KAT6B,0.416129898
ARMH3,0.416129898
SEC23IP,0.416129898
PNPLA2,0.416129898
TSSC4,0.416129898
IPO7,0.416129898
MICAL2,0.416129898
HTATIP2,0.416129898
POLD4,0.416129898
FOLR2,0.416129898
TPI1,0.416129898
C12orf57,0.416129898
FGFR1OP2,0.416129898
SP1,0.416129898
ZNF385A,0.416129898
SPPL3,0.416129898
RSRC2,0.416129898
TMED2,0.416129898
NEMF,0.416129898
AC005280.2,0.416129898
KLC1,0.416129898
BNIP2,0.416129898
FUS,0.416129898
BRD7,0.416129898
COTL1,0.416129898
PITPNA,0.416129898
AATF,0.416129898
CANT1,0.416129898
SIN3B,0.416129898
SYMPK,0.416129898
IRF3,0.416129898
GZF1,0.416129898
CTNNBL1,0.416129898
ZFAS1,0.416129898
PTPN1,0.416129898
OLIG1,0.416129898
LINC00528,0.416129898
OSM,0.416129898
FAM118A,0.416129898
KDM6A,0.416129898
CYSLTR1,0.416129898
MBNL3,0.416129898
SKI,0.427954607
MICOS10,0.427954607
LSM10,0.427954607
ZNF326,0.427954607
NBPF19,0.427954607
MTMR11,0.427954607
FLAD1,0.427954607
SLC25A44,0.427954607
MR1,0.427954607
ITGB1BP1,0.427954607
LPIN1,0.427954607
BIRC6,0.427954607
NCK2,0.427954607
MZT2A,0.427954607
CASP8,0.427954607
TRIP12,0.427954607
ARL6IP5,0.427954607
HTT,0.427954607
HERC3,0.427954607
OTULIN,0.427954607
SGTB,0.427954607
HSPA9,0.427954607
SERPINB9,0.427954607
RANBP9,0.427954607
FLOT1,0.427954607
RPS18,0.427954607
MFSD4B,0.427954607
MAP3K5,0.427954607
WIPI2,0.427954607
NT5C3A,0.427954607
VPS41,0.427954607
SNHG15,0.427954607
FAM133B,0.427954607
PILRB,0.427954607
REEP4,0.427954607
EIF3E,0.427954607
PARP10,0.427954607
KLF6,0.427954607
ADK,0.427954607
FBXO3,0.427954607
DGKZ,0.427954607
FNBP4,0.427954607
TMEM109,0.427954607
PAFAH1B2,0.427954607
ZBTB44,0.427954607
PFDN5,0.427954607
C12orf10,0.427954607
OSBPL8,0.427954607
GNPTAB,0.427954607
PHF11,0.427954607
WDFY2,0.427954607
ERO1A,0.427954607
STYX,0.427954607
TRIP11,0.427954607
RAB11A,0.427954607
SNN,0.427954607
GTF3C1,0.427954607
BOLA2,0.427954607
ALDOA,0.427954607
VPS53,0.427954607
GPATCH8,0.427954607
SMCHD1,0.427954607
LDLRAD4,0.427954607
URI1,0.427954607
ACTN4,0.427954607
B9D2,0.427954607
PRMT1,0.427954607
FCAR,0.427954607
RPL28,0.427954607
IL17RA,0.427954607
PPM1F,0.427954607
APOL6,0.427954607
TOB2,0.427954607
BRD1,0.427954607
WWC3,0.427954607
CCL4L2,0.436312469
AGTRAP,0.439966766
MACO1,0.439966766
TMEM39B,0.439966766
PPT1,0.439966766
HIVEP3,0.439966766
RTCA,0.439966766
SLC22A15,0.439966766
CDC42SE1,0.439966766
SNAPIN,0.439966766
RABIF,0.439966766
TRIM11,0.439966766
YPEL5,0.439966766
CALM2,0.439966766
FOXN2,0.439966766
KIAA1143,0.439966766
MANF,0.439966766
TFG,0.439966766
CD86,0.439966766
SIAH2,0.439966766
LPP,0.439966766
KLHDC3,0.439966766
ATG5,0.439966766
ECHDC1,0.439966766
TWISTNB,0.439966766
TMEM248,0.439966766
GTF2I,0.439966766
PRKRIP1,0.439966766
MCPH1,0.439966766
ERLIN2,0.439966766
SLC44A1,0.439966766
TTF1,0.439966766
TUBB4B,0.439966766
CELF2,0.439966766
MTG1,0.439966766
TSPAN32,0.439966766
SLC2A3,0.439966766
WBP11,0.439966766
TWF1,0.439966766
NCKAP1L,0.439966766
GLTP,0.439966766
MED13L,0.439966766
CLN5,0.439966766
IRS2,0.439966766
PNP,0.439966766
PPP2R3C,0.439966766
SEC23A,0.439966766
TIMM9,0.439966766
WARS,0.439966766
UBL7,0.439966766
GNPTG,0.439966766
NME3,0.439966766
CMIP,0.439966766
AKAP10,0.439966766
RETREG3,0.439966766
CCDC47,0.439966766
MILR1,0.439966766
NARF,0.439966766
HDHD2,0.439966766
SBNO2,0.439966766
ATP5F1D,0.439966766
RABAC1,0.439966766
IRGQ,0.439966766
TSEN34,0.439966766
LILRB1,0.439966766
ROMO1,0.439966766
ITSN1,0.439966766
DGCR2,0.439966766
RTCB,0.439966766
NUP50-DT,0.439966766
SELENOO,0.439966766
LONRF3,0.439966766
UBE2J2,0.452164343
RLF,0.452164343
SRGAP2C,0.452164343
MNDA,0.452164343
SRP9,0.452164343
LYST,0.452164343
CHML,0.452164343
NRBP1,0.452164343
MPHOSPH10,0.452164343
MRPL19,0.452164343
MMADHC,0.452164343
DGKD,0.452164343
EMC3,0.452164343
CD47,0.452164343
PARP14,0.452164343
SLC25A36,0.452164343
KLHL6,0.452164343
QDPR,0.452164343
IGFBP7,0.452164343
YTHDC1,0.452164343
EXOSC9,0.452164343
KIAA1109,0.452164343
BASP1,0.452164343
SREK1,0.452164343
IQGAP2,0.452164343
ETF1,0.452164343
GNL1,0.452164343
AGPAT1,0.452164343
C6orf89,0.452164343
MTCH1,0.452164343
PSMB1,0.452164343
MAD1L1,0.452164343
TNPO3,0.452164343
ZNF467,0.452164343
GSDMD,0.452164343
GPAA1,0.452164343
SMC5,0.452164343
NIBAN2,0.452164343
PTGES2,0.452164343
NSMF,0.452164343
ABI1,0.452164343
CUTC,0.452164343
CACUL1,0.452164343
TMEM41B,0.452164343
RAB1B,0.452164343
PICALM,0.452164343
ARCN1,0.452164343
TMEM218,0.452164343
LPCAT3,0.452164343
TM7SF3,0.452164343
KANSL2,0.452164343
SMARCD1,0.452164343
COX14,0.452164343
PYM1,0.452164343
OS9,0.452164343
XPOT,0.452164343
ZMYM2,0.452164343
IRF2BPL,0.452164343
EID1,0.452164343
UBE2I,0.452164343
HCFC1R1,0.452164343
FOPNL,0.452164343
TUFM,0.452164343
ST3GAL2,0.452164343
GLOD4,0.452164343
MAP2K3,0.452164343
FLOT2,0.452164343
KRT10,0.452164343
MSI2,0.452164343
ANAPC11,0.452164343
ATP5F1A,0.452164343
ABHD17A,0.452164343
ELOF1,0.452164343
DHPS,0.452164343
POP4,0.452164343
ERCC1,0.452164343
CYTH2,0.452164343
FCGRT,0.452164343
DYNLRB1,0.452164343
SMIM25,0.452164343
NF2,0.452164343
PIM3,0.452164343
SEPTIN6,0.452164343
AL139246.5,0.464545045
UBR4,0.464545045
ATP6V0B,0.464545045
POLR3GL,0.464545045
PBXIP1,0.464545045
YY1AP1,0.464545045
SOAT1,0.464545045
RCOR3,0.464545045
COG2,0.464545045
ODC1,0.464545045
CNOT11,0.464545045
UBR3,0.464545045
ATP5MC3,0.464545045
SUMF1,0.464545045
CX3CR1,0.464545045
SS18L2,0.464545045
C3orf62,0.464545045
ARHGEF3,0.464545045
NIT2,0.464545045
KPNA1,0.464545045
ZCCHC9,0.464545045
NUDCD2,0.464545045
ELOVL5,0.464545045
CD164,0.464545045
TMEM120A,0.464545045
MTPN,0.464545045
CNOT7,0.464545045
C9orf72,0.464545045
ERCC6L2,0.464545045
FBXW5,0.464545045
ATP5F1C,0.464545045
COMMD3,0.464545045
WDFY4,0.464545045
NUTM2A-AS1,0.464545045
LIPA,0.464545045
SLK,0.464545045
POLR2L,0.464545045
FTH1,0.464545045
EHBP1L1,0.464545045
RPAP3,0.464545045
NCKAP5L,0.464545045
SSH1,0.464545045
ANKLE2,0.464545045
MTMR6,0.464545045
DCAF11,0.464545045
DDHD1,0.464545045
JKAMP,0.464545045
TMEM251,0.464545045
SPPL2A,0.464545045
CIB1,0.464545045
PGP,0.464545045
NMRAL1,0.464545045
CBFB,0.464545045
C16orf70,0.464545045
THAP11,0.464545045
ZC3H18,0.464545045
KDM6B,0.464545045
DUSP3,0.464545045
ENGASE,0.464545045
MRPL12,0.464545045
ALYREF,0.464545045
SMAD7,0.464545045
RPS15,0.464545045
LONP1,0.464545045
CCDC159,0.464545045
AKAP8,0.464545045
LPAR2,0.464545045
RPS19,0.464545045
PRELID3B,0.464545045
PSMA7,0.464545045
GABPA,0.464545045
CFAP298,0.464545045
IL10RB-DT,0.464545045
ZBTB21,0.464545045
EIF3L,0.464545045
FUNDC2,0.464545045
U2AF1,0.475495812
MIIP,0.477106482
PNRC2,0.477106482
RSRP1,0.477106482
MYCBP,0.477106482
AKIRIN1,0.477106482
TMEM59,0.477106482
RWDD3,0.477106482
LMNA,0.477106482
PMF1,0.477106482
TP53BP2,0.477106482
AL390728.6,0.477106482
CRIPT,0.477106482
R3HDM1,0.477106482
ZFAND2B,0.477106482
RPL32,0.477106482
RAB5A,0.477106482
CNOT10,0.477106482
SLBP,0.477106482
RBPJ,0.477106482
SPCS3,0.477106482
DCTN4,0.477106482
HNRNPAB,0.477106482
WRNIP1,0.477106482
PFDN6,0.477106482
LEMD2,0.477106482
RPL10A,0.477106482
MRPL14,0.477106482
CITED2,0.477106482
TMEM181,0.477106482
CYCS,0.477106482
CHN2,0.477106482
GUSB,0.477106482
RSBN1L,0.477106482
SLC25A37,0.477106482
AC044849.1,0.477106482
AC090204.1,0.477106482
PCMTD1,0.477106482
CYHR1,0.477106482
ENDOG,0.477106482
NUP214,0.477106482
WAC,0.477106482
ITPRIP,0.477106482
VENTX,0.477106482
TSPAN4,0.477106482
KCNQ1,0.477106482
CTR9,0.477106482
PDE3B,0.477106482
API5,0.477106482
FADS1,0.477106482
UBE4A,0.477106482
OAF,0.477106482
PPP1R12A,0.477106482
SIVA1,0.477106482
APH1B,0.477106482
USP3,0.477106482
PSMA4,0.477106482
MEF2A,0.477106482
NAA60,0.477106482
COQ7,0.477106482
XPO6,0.477106482
MAPK3,0.477106482
TRAPPC2L,0.477106482
ALOX12-AS1,0.477106482
DNAJC7,0.477106482
SNX11,0.477106482
CDC34,0.477106482
GNA15,0.477106482
INSR,0.477106482
2-Mar,0.477106482
CC2D1A,0.477106482
UBA52,0.477106482
U2AF1L4,0.477106482
RAB4B,0.477106482
TMEM91,0.477106482
LENG8,0.477106482
NSFL1C,0.477106482
B4GALT5,0.477106482
ATP5F1E,0.477106482
DIDO1,0.477106482
CRKL,0.477106482
POLDIP3,0.477106482
ASMTL,0.477106482
HUWE1,0.477106482
FTX,0.477106482
GLA,0.477106482
XIST,0.483927304
WLS,0.489846088
USP33,0.489846088
FUBP1,0.489846088
RAP1A,0.489846088
NIT1,0.489846088
C1orf35,0.489846088
CEP170,0.489846088
MRPL33,0.489846088
CEBPZ,0.489846088
KCMF1,0.489846088
TXNDC9,0.489846088
ZC3H6,0.489846088
CXCR4,0.489846088
PSMD14,0.489846088
MFF,0.489846088
SP100,0.489846088
EIF4E2,0.489846088
CLASP2,0.489846088
SNX4,0.489846088
NPHP3,0.489846088
SEC62,0.489846088
FXR1,0.489846088
TADA2B,0.489846088
ARAP2,0.489846088
AC025171.3,0.489846088
PANK3,0.489846088
PRR7,0.489846088
LY86,0.489846088
GCNT2,0.489846088
DHX16,0.489846088
DAXX,0.489846088
PHF1,0.489846088
VEGFA,0.489846088
NT5DC1,0.489846088
CALHM6,0.489846088
PCMT1,0.489846088
MDH2,0.489846088
POLR2J,0.489846088
DPYSL2,0.489846088
RB1CC1,0.489846088
GTPBP4,0.489846088
PFKFB3,0.489846088
CDH23,0.489846088
5-Mar,0.489846088
ENTPD1,0.489846088
OGA,0.489846088
STN1,0.489846088
PHLDA2,0.489846088
ATG2A,0.489846088
NDUFS8,0.489846088
FLI1,0.489846088
CACNA2D4,0.489846088
CLEC7A,0.489846088
COX6A1,0.489846088
NAA16,0.489846088
KPNA3,0.489846088
PSMB5,0.489846088
FKBP3,0.489846088
NRDE2,0.489846088
YY1,0.489846088
SNX1,0.489846088
AP3S2,0.489846088
ITPRIPL2,0.489846088
METTL9,0.489846088
SGF29,0.489846088
FAM192A,0.489846088
CNOT1,0.489846088
LASP1,0.489846088
MRPL10,0.489846088
CSNK1G2,0.489846088
DOT1L,0.489846088
MCOLN1,0.489846088
RAB8A,0.489846088
MAST3,0.489846088
UBA2,0.489846088
LENG1,0.489846088
AC010642.2,0.489846088
DNTTIP1,0.489846088
PFKL,0.489846088
PTTG1IP,0.489846088
PUDP,0.489846088
NKAP,0.489846088
MT-ND5,0.489846088
YTHDF2,0.502761047
PGM1,0.502761047
ILF2,0.502761047
KHDC4,0.502761047
MEF2D,0.502761047
IPO9,0.502761047
TTN-AS1,0.502761047
ING5,0.502761047
RPL24,0.502761047
SSR3,0.502761047
ZNF330,0.502761047
NDUFS6,0.502761047
BTF3,0.502761047
ZCCHC10,0.502761047
RBM22,0.502761047
RGL2,0.502761047
RPS10,0.502761047
RAB32,0.502761047
VOPP1,0.502761047
ARPC1B,0.502761047
TSC22D4,0.502761047
ZNF277,0.502761047
ZYX,0.502761047
GIMAP1,0.502761047
NRG1,0.502761047
VCPIP1,0.502761047
NBN,0.502761047
TMEM65,0.502761047
CBWD1,0.502761047
DCAF12,0.502761047
GOLM1,0.502761047
TMEM245,0.502761047
RPL35,0.502761047
NACC2,0.502761047
PRPF18,0.502761047
VDAC2,0.502761047
CHUK,0.502761047
FBXL15,0.502761047
TMEM9B,0.502761047
USP47,0.502761047
EEF1G,0.502761047
HSPA8,0.502761047
WASHC3,0.502761047
ERP29,0.502761047
UBL3,0.502761047
ACTR10,0.502761047
NUDT14,0.502761047
TEDC1,0.502761047
DMXL2,0.502761047
CIAO2A,0.502761047
RPL4,0.502761047
CLN6,0.502761047
RCN2,0.502761047
CMC2,0.502761047
SUPT6H,0.502761047
ASPSCR1,0.502761047
TPM4,0.502761047
ZNF431,0.502761047
CEBPA,0.502761047
EIF3K,0.502761047
C5AR1,0.502761047
ABHD12,0.502761047
RAB5IF,0.502761047
DEPDC5,0.502761047
NADK,0.515848443
DFFA,0.515848443
LMO4,0.515848443
RBMXL1,0.515848443
TAF13,0.515848443
APH1A,0.515848443
ZBTB7B,0.515848443
PIGC,0.515848443
SDCCAG8,0.515848443
PUM2,0.515848443
RALB,0.515848443
FAM168B,0.515848443
PLEKHA3,0.515848443
EDEM1,0.515848443
PLXND1,0.515848443
MAEA,0.515848443
MFSD10,0.515848443
COMMD8,0.515848443
CHIC2,0.515848443
RAP1GDS1,0.515848443
ERBIN,0.515848443
CXXC5,0.515848443
TAF7,0.515848443
SLU7,0.515848443
ATP6V0E1,0.515848443
NQO2,0.515848443
PHACTR2,0.515848443
ZDHHC4,0.515848443
BCL7B,0.515848443
TRIM4,0.515848443
PSMC2,0.515848443
ARF5,0.515848443
AGAP3,0.515848443
PRKAG2,0.515848443
UBE2V2,0.515848443
TMEM70,0.515848443
HINT2,0.515848443
STX17,0.515848443
HSPA5,0.515848443
VIM-AS1,0.515848443
DNAJC1,0.515848443
SHLD2,0.515848443
FAM53B,0.515848443
DNAJC4,0.515848443
CREBZF,0.515848443
DDX6,0.515848443
BIN2,0.515848443
NR4A1,0.515848443
C12orf45,0.515848443
BRI3BP,0.515848443
FNDC3A,0.515848443
ING1,0.515848443
PCID2,0.515848443
SYNJ2BP,0.515848443
DGLUCY,0.515848443
CASC4,0.515848443
RHOT2,0.515848443
VPS9D1,0.515848443
UBE2G1,0.515848443
PRPSAP2,0.515848443
SNHG30,0.515848443
SLC35B1,0.515848443
AMZ2,0.515848443
LPIN2,0.515848443
RNF138,0.515848443
NDUFA11,0.515848443
ALKBH7,0.515848443
RAB3D,0.515848443
JUND,0.515848443
SIGLEC5,0.515848443
MX1,0.515848443
FBXO7,0.515848443
APOL3,0.515848443
SREBF2,0.515848443
Z93241.1,0.515848443
PACSIN2,0.515848443
CA5B,0.515848443
IGBP1,0.515848443
KCNAB2,0.529105185
GMEB1,0.529105185
ATP5PB,0.529105185
PRPF3,0.529105185
CCT3,0.529105185
QSOX1,0.529105185
PPM1G,0.529105185
C1D,0.529105185
MOB1A,0.529105185
UNC50,0.529105185
GPR155,0.529105185
ZC3H15,0.529105185
NCL,0.529105185
ARL8B,0.529105185
CCR1,0.529105185
NUDT16,0.529105185
TRA2B,0.529105185
WDFY3,0.529105185
HSD17B11,0.529105185
RWDD4,0.529105185
ATG12,0.529105185
VDAC1,0.529105185
DDX46,0.529105185
H2AFY,0.529105185
ZMAT2,0.529105185
DUSP1,0.529105185
FAF2,0.529105185
NEDD9,0.529105185
HLA-DMB,0.529105185
BAK1,0.529105185
SRSF3,0.529105185
ZNF318,0.529105185
NFKBIE,0.529105185
RRAGD,0.529105185
ASL,0.529105185
GNB2,0.529105185
GIMAP6,0.529105185
SGK3,0.529105185
UBAP1,0.529105185
SEC16A,0.529105185
PAXX,0.529105185
MLLT10,0.529105185
IRF7,0.529105185
MPEG1,0.529105185
RASGRP2,0.529105185
CCS,0.529105185
WBP4,0.529105185
APEX1,0.529105185
AL627171.1,0.529105185
PCNX1,0.529105185
C15orf61,0.529105185
COX5A,0.529105185
PPCDC,0.529105185
MAZ,0.529105185
MBTPS1,0.529105185
RPL13,0.529105185
MPDU1,0.529105185
NME2,0.529105185
FAAP100,0.529105185
OXLD1,0.529105185
PPP4R1,0.529105185
OSBPL1A,0.529105185
EPG5,0.529105185
ZCCHC2,0.529105185
RNF126,0.529105185
S1PR4,0.529105185
RFX2,0.529105185
DENND1C,0.529105185
PLPPR2,0.529105185
GADD45GIP1,0.529105185
DCAF15,0.529105185
DNAJB1,0.529105185
AKT2,0.529105185
